f_l_0,f_l_1,f_l_2,f_l_3,f_l_4,f_l_5,f_l_6,f_l_7,f_l_8,f_l_9,f_l_10,f_l_11,f_l_12,f_l_13,f_l_14,f_l_15,f_l_16,f_l_17,f_l_18,f_l_19,f_l_20,f_l_21,f_l_22,f_l_23,f_l_24,f_l_25,f_l_26,f_l_27,f_l_28,f_l_29,f_l_30,f_l_31,f_l_32,f_l_33,f_l_34,f_l_35,f_l_36,f_l_37,f_l_38,f_l_39,f_l_40,f_l_41,f_l_42,f_l_43,f_l_44,f_l_45,f_l_46,f_l_47,f_l_48,f_l_49,f_l_50,f_l_51,f_l_52,f_l_53,f_l_54,f_l_55,f_l_56,f_l_57,f_l_58,f_l_59,f_l_60,f_l_61,f_l_62,f_l_63,f_l_64,f_l_65,f_l_66,f_l_67,f_l_68,f_l_69,f_l_70,f_l_71,f_l_72,f_l_73,f_l_74,f_l_75,f_l_76,f_l_77,f_l_78,f_l_79,f_l_80,f_l_81,f_l_82,f_l_83,f_l_84,f_l_85,f_l_86,f_l_87,f_l_88,f_l_89,f_l_90,f_l_91,f_l_92,f_l_93,f_l_94,f_l_95,f_l_96,f_l_97,f_l_98,f_l_99,f_l_100,f_l_101,f_l_102,f_l_103,f_l_104,f_l_105,f_l_106,f_l_107,f_l_108,f_l_109,f_l_110,f_l_111,f_l_112,f_l_113,f_l_114,f_l_115,f_l_116,f_l_117,f_l_118,f_l_119,f_l_120,f_l_121,f_l_122,f_l_123,f_l_124,f_l_125,sign_id
0.0,0.0,0.0,-0.1055958758739464,-0.3698601196898874,-0.05062790087345243,-0.34852486299356017,-0.7347545197982773,-0.09116160071254363,-0.5927317271785717,-0.9408663217323955,-0.11802219927896077,-0.7869645015912791,-0.9528192911771833,-0.1519032048122959,-0.45753254317614694,-0.5506121553188948,-0.19629531228456812,-0.8351695723136296,-0.6299383078176953,-0.28365896058430545,-0.9797383416197175,-0.5871677502170244,-0.31953471755056,-1.0,-0.5355749696026237,-0.33213195074330765,-0.4937873070613402,-0.29398304800655367,-0.20514086585204333,-0.869116859317241,-0.34584706540481763,-0.26492570445786356,-0.9311921952248359,-0.2857694709075633,-0.26270201241803026,-0.8648402749696724,-0.24940130612689587,-0.2634600917298658,-0.5043766285555851,-0.02620765406284243,-0.21218016751204385,-0.8623592484497513,-0.08933214467544821,-0.2634441379087357,-0.9054945396464895,-0.025341389947530043,-0.23099260347851283,-0.8278871221978019,0.010410621237866366,-0.20901858284670832,-0.4963896786503216,0.2270886541836637,-0.22016386554405382,-0.7711353428775158,0.2203657881632861,-0.2722369849399195,-0.8361825853937551,0.2485169711991407,-0.2578568740427482,-0.8102983726840551,0.2673212665701493,-0.23946170361141622,0.0,0.0,0.0,0.025180062694616426,-0.2786855201455024,-0.22487505861502363,0.06747547151849165,-0.46302712276266716,-0.4039233795845335,0.13676581108358665,-0.5508355783953331,-0.5398322670490965,0.2524832270542252,-0.5784946583366049,-0.6890727286887315,-0.1861985487526212,-0.41171840363226647,-0.6205314041517027,0.02325874710180738,-0.4657465862313401,-0.8198530151212401,0.24351708762111635,-0.4359824330116132,-0.9163779802551286,0.420217843627501,-0.3878238933427286,-0.9801776301545269,-0.2123552572476409,-0.16550698251220894,-0.5895014017589792,0.022868773385472656,-0.13146363793501337,-0.7963856308288696,0.2615221682601116,-0.06945406006557292,-0.8967493031996141,0.4550179258978796,-0.009773137065755302,-0.9846590301056506,-0.16753666588146895,0.05957572777768494,-0.5515180369274213,0.02622992770915489,0.14068758915061885,-0.7693484550222537,0.27209094855358473,0.21025686303090851,-0.9064205010858265,0.4540386084727872,0.2307004691048652,-1.0,-0.09386227368985868,0.22626891165184715,-0.51530453996411,-0.02755697378518582,0.3949820107674999,-0.697668347172773,0.05162981502272001,0.5265064281641899,-0.813781163597396,0.11198983162319416,0.599086122139448,-0.907740116705691,0.0
0.0,0.0,0.0,-0.15565396867707632,-0.3945438852282848,-0.03387182077830407,-0.4215438009637048,-0.7535945054122367,-0.057110414614803255,-0.656407985596464,-0.9039764824607137,-0.06271746076191444,-0.8228938135362487,-0.8613964319489659,-0.06715869301557567,-0.5454620837925641,-0.5257407309801246,-0.22002879371007023,-0.9250375917384455,-0.5660124020004613,-0.2952687337445751,-1.0,-0.5118273395254931,-0.2889527509694638,-0.9011652012127386,-0.44992703224513403,-0.2657086729062197,-0.5798850040269069,-0.2482163437699436,-0.22339604073924021,-0.9519419964259732,-0.225317108429043,-0.2916907833008767,-0.9331605629679663,-0.17284629301312346,-0.25875157851679714,-0.778492422734248,-0.17921347239562857,-0.22910370710387487,-0.571645707391078,0.019036409348601225,-0.2210614334776477,-0.9361529627057055,0.014940177183904592,-0.2897993204442672,-0.9121932861608353,0.05735530747675254,-0.25184989816021364,-0.7608661861683217,0.04600594283504319,-0.21805398949093263,-0.5366393136901743,0.2549925085095476,-0.2154324923879892,-0.8077078926368536,0.3011144410354405,-0.3067136513986089,-0.8345120862600727,0.31331551579490874,-0.31878530784889464,-0.7538134758199263,0.30022983080276616,-0.3093869535932144,0.0,0.0,0.0,0.1099077188028036,-0.21779196776842064,-0.19704906193235566,0.221790827819153,-0.31499777992700273,-0.3554978418200147,0.3139144016088259,-0.3130434146313857,-0.4702134833172423,0.4217216121015795,-0.25407447028975555,-0.5941670770557911,0.012946271728072436,-0.29810525011267625,-0.5860443578667915,0.19161181930287324,-0.3538601588871628,-0.7906410078038254,0.40544943637512004,-0.32996403056249246,-0.8925185567261724,0.5734288512295309,-0.2876233367837903,-0.9566335282443144,-0.033737218022951036,-0.06986834113519909,-0.5630314744434104,0.1752985458123116,-0.036167143160322185,-0.787369927270679,0.41754868159825975,0.025777739470322688,-0.8988612587597374,0.6142395656975247,0.07704783490232785,-0.9849817027752226,-0.018822696619497287,0.13792044671860726,-0.5304534831218055,0.16673751658898264,0.23706935799036916,-0.769317298022564,0.4063488268265923,0.31230587637830826,-0.9129867506960166,0.5866277393299999,0.3516061290065766,-1.0,0.02629661857694127,0.30030548793909007,-0.4946449139863095,0.10578754894258807,0.5135892372677123,-0.6883419291118356,0.18551562451460843,0.6688650000130171,-0.7997643940772633,0.24631778302099833,0.7723245748353602,-0.8813218755270223,0.0
0.0,0.0,0.0,-0.23035364826755714,-0.35122997499606085,0.10754968729860875,-0.4275315232228327,-0.6059207022263499,0.12275480369197397,-0.5787794732961077,-0.7465044826770881,0.11747666307339999,-0.7048463879859741,-0.8159913340408333,0.10845994814769604,-0.4693590349127953,-0.6374682900108058,-0.05846237472716349,-0.7467197854215677,-0.7889189337290379,-0.15841950023358947,-0.9428889324150369,-0.6731227468344998,-0.19264357085288966,-1.0,-0.5517418665145738,-0.20105110273258028,-0.4501812581757686,-0.4818254525197247,-0.15496069624744546,-0.7201642633849383,-0.6124386586269278,-0.24984796236524023,-0.9277462571357549,-0.523502603068012,-0.252218733789949,-0.9806862725207524,-0.40762772780803225,-0.25127061009032164,-0.42581706490880017,-0.26065976117796674,-0.24722562518426705,-0.7029453529211113,-0.3657539511514004,-0.34337695352920045,-0.9130933458274024,-0.2640565388230382,-0.348942188175062,-0.9949356926443822,-0.15930554388924167,-0.3473285078519505,-0.4103890257982176,-0.013413048123718588,-0.32555074427389386,-0.6435661643062369,0.010876059377671731,-0.4669172606489427,-0.839457342278652,0.06647706878823141,-0.5353515840209611,-0.9580603336879682,0.1325337710555371,-0.5673827734344749,0.0,0.0,0.0,0.1923723260952799,-0.22229489531051075,-0.024970817125418168,0.405906181306069,-0.2950249887198847,-0.04262472366299027,0.5947620844240457,-0.3135637986402102,-0.05068483466638753,0.7435388797281012,-0.2902042279859537,-0.056013919197362226,0.4766630963411363,-0.12385402323564132,-0.12768579858857929,0.728172463641236,-0.02465914505678,-0.1717983175537094,0.9018087112548366,0.007174925309786377,-0.17371405850083174,1.0,-0.005729740099902319,-0.1683880947880633,0.46288484821407894,0.07315715274286248,-0.13518883070984705,0.7307105101108761,0.12926880707709587,-0.2027490629118619,0.9089332107125534,0.13305863015462668,-0.2204500768656971,0.9951679878951675,0.07789898962689304,-0.22598833834328627,0.4331063293971056,0.24986543524655366,-0.14104477916181446,0.6991237235237585,0.37272087878298604,-0.2229991693892515,0.8615069576999372,0.4077870491629062,-0.2703896356509892,0.9477652231458932,0.3923687289416632,-0.29352387091173443,0.39602476747029924,0.4001917989168133,-0.14160882598919888,0.5157863303891972,0.6644823950538645,-0.2518396770182558,0.6134791094893076,0.8425125904482924,-0.32859199180303356,0.6670438476600515,0.9649459022589304,-0.3697789695484789,0.0
0.0,0.0,0.0,-0.20500436112297488,-0.2819863848511786,0.015219316599002688,-0.4306782019065783,-0.5482411456887781,-0.012765955099178572,-0.594804215708224,-0.7442123741531218,-0.045734609775212896,-0.70593979231114,-0.8847756561807647,-0.09201586174079719,-0.4406142607621651,-0.5152890898910357,-0.112434961700023,-0.7080547720098157,-0.5698278027197748,-0.20043866260659995,-0.879051962681279,-0.5163200127380859,-0.26085336735439596,-0.9863585480869339,-0.45747779741956995,-0.29979883330398815,-0.40491296007868055,-0.3338451733167011,-0.16469011092608313,-0.6809115648712094,-0.3216398350206752,-0.240341200415095,-0.8735379021832885,-0.24700819926307357,-0.29046633803348637,-1.0,-0.17153486457206674,-0.33985472517452947,-0.37624100669585225,-0.12518397869009723,-0.2126520941616009,-0.6400223092443051,-0.08031187197519944,-0.2801906262115662,-0.8299385484124236,-0.0016939542915605343,-0.3115806390420208,-0.9625691170914235,0.06014874882174905,-0.34341820029677506,-0.3596681235998992,0.10398711764299667,-0.2555635209195865,-0.5873893829637779,0.18586433146821835,-0.3198744700873224,-0.7390002274029832,0.22673018702026,-0.3477720437370787,-0.8671751051353928,0.24918757315272463,-0.37215690107359595,0.0,0.0,0.0,0.1984548281427062,-0.23591027624417413,-0.05350895009174786,0.40541905872174444,-0.38830241278825844,-0.0962909926318354,0.577105680565637,-0.5350243299190794,-0.12673582526333632,0.7247120776276353,-0.5851528430526737,-0.1538498663109607,0.5439808195675604,-0.10697425093747377,-0.1536275752496907,0.7564034571051266,-0.03391345506032174,-0.19780692826040108,0.8957146267090618,-0.000736537078177533,-0.1940829801740044,0.9710369278721566,-0.02120829229467023,-0.18588164265981907,0.515283164738766,0.10456358080360016,-0.15453736065923415,0.7445325095458171,0.18186714308175717,-0.2231414493728075,0.9004067613794204,0.19734395328394844,-0.253404988872979,1.0,0.15752842563875713,-0.2739662959513439,0.4688203919996807,0.28396074626415785,-0.1539132572980149,0.6944452183745675,0.4184740379030241,-0.2417971368223493,0.846405827775293,0.44801845375278715,-0.30023244563268836,0.9480565799946395,0.42752022197945255,-0.3354619077675461,0.41194051980405716,0.4046539269621776,-0.1495405928358271,0.5174679287430316,0.6595395848964685,-0.26139200884282016,0.5979680668284588,0.8386952841586279,-0.3380573435350119,0.6534705878040018,0.9713117137990112,-0.38371406805091857,0.0
0.0,0.0,0.0,-0.1789701773818995,-0.21393088263482601,-0.0735580206344031,-0.4462007840290135,-0.3958675462538103,-0.13519484658912212,-0.6720247523828748,-0.5158969261380888,-0.18909177781610548,-0.8496154322422178,-0.6108802600085833,-0.25590265244440413,-0.4480201655926272,-0.2913474883761168,-0.22862909552766353,-0.6893150517625386,-0.32384747565388056,-0.34827166854057745,-0.8499144556833622,-0.34350255038429633,-0.4219203550120907,-0.9822352120966416,-0.37151019729643997,-0.47210160447139565,-0.4083346592730684,-0.10332301418614158,-0.25266248546081244,-0.6742967062978462,-0.0003289461408368517,-0.3643491825816855,-0.8511151633789581,0.06353193026857488,-0.426462396914048,-1.0,0.09293217012513591,-0.4794332765633893,-0.3516525167127777,0.10356863816094138,-0.2753775972723062,-0.5822634384981654,0.24479509566273522,-0.38876824286642614,-0.6844048792320518,0.33404073490421854,-0.4134838839229485,-0.7629801244743596,0.37639417898320493,-0.4287631539719206,-0.28390928875914095,0.31173780658469025,-0.2994451845765322,-0.4551828863870376,0.43376379726522807,-0.3994484414690157,-0.5403682663323829,0.5044820607987189,-0.42178590641925484,-0.6113960703556628,0.5485513444011134,-0.43231296322319157,0.0,0.0,0.0,0.14484129551529656,-0.2645611970935519,-0.08988142620693527,0.37446046408531036,-0.48279865506974134,-0.1723684972805514,0.5675658502341193,-0.6179763283269282,-0.23056100081240827,0.7310418265062689,-0.6773811669156246,-0.2867477441747318,0.3349381203104731,-0.16648388012021936,-0.2886791010147832,0.6173302896611826,-0.18430964493332,-0.3753137697787348,0.7729636447816203,-0.21273155899408172,-0.39600791575948746,0.8666488245957156,-0.24897484362676703,-0.3977226639669432,0.3213776203832195,0.10156577848711232,-0.27547972944281995,0.6590366039132838,0.0684190820528018,-0.36930666745624635,0.8431362152696357,0.00724076685978394,-0.39819151803363617,0.9507899692634559,-0.06843812341389933,-0.4140718027871973,0.33828740104672783,0.30898574454299316,-0.25419177703822743,0.6642118038975457,0.3246686724268362,-0.339141259044825,0.8651591799927264,0.27398035878342747,-0.3672710302339412,1.0,0.1967094634407445,-0.3761264466543063,0.37547954510714343,0.4463093055552487,-0.23069839317480262,0.6446605866864276,0.48639989193764577,-0.3033466825083897,0.8208291029425425,0.4644560382838663,-0.3270536504788215,0.9590039495570148,0.4070424421418775,-0.3345074754411622,0.0
0.0,0.0,0.0,-0.18693251503364958,-0.22881482931380026,-0.011757510072425583,-0.4270414402149886,-0.3899914985569374,-0.0368322821677145,-0.6282900902963804,-0.4804150013838971,-0.06350309980989136,-0.772077150216851,-0.5366910580845712,-0.10599051539040007,-0.46018686198124953,-0.2935828302580233,-0.12258481335036699,-0.7045065934435715,-0.2707945570149941,-0.18910647060730812,-0.8525622609695445,-0.23515468473166898,-0.23430706848723235,-0.9762524470827358,-0.2151936238267569,-0.27241845265009385,-0.43162573197748133,-0.12224747717933983,-0.16333473450511618,-0.7033903811522411,-0.023010586029642177,-0.22684279036261853,-0.8694998679765201,0.041295610626025735,-0.28310020310459716,-1.0,0.07286907888839969,-0.3371412584153111,-0.3917211930880529,0.06367401993155393,-0.19833016496683864,-0.6497525709210631,0.1811477342234468,-0.26567110799949023,-0.8069556012060266,0.2521643412917606,-0.31112533192727815,-0.9283364627226425,0.2734010733867645,-0.35262208509955534,-0.3395761121677144,0.24845090934519082,-0.2293170053635376,-0.5199712165572096,0.37644850675027514,-0.29813665684378204,-0.6435785406317543,0.439122321244604,-0.3308891660225212,-0.7472280374419196,0.46774024206022513,-0.35745519034333795,0.0,0.0,0.0,0.1059674545497564,-0.29974615386015396,-0.10614405156846149,0.331241002316875,-0.5516926564345606,-0.19229407348822808,0.5273135989458492,-0.7325977300813363,-0.25529683751733373,0.6870000655204233,-0.8712502070263374,-0.3212793447018301,0.27470324708297617,-0.2750984171357747,-0.31487364269599516,0.5228255637031415,-0.316629037923585,-0.4284663208796962,0.706375910688383,-0.35543646611957114,-0.4789995445118209,0.8600224407449673,-0.39720004841231277,-0.508939647924889,0.2958647512862933,-0.03125119438271571,-0.3067333272970577,0.5718053788627474,-0.07825368051877615,-0.4315549661448446,0.7858112338405706,-0.13703073271853336,-0.48086016528143105,0.9480429868576951,-0.20854013216925382,-0.5167479533665421,0.343879960214543,0.1774158836066081,-0.29382506453468027,0.6254854881362534,0.20215052589239726,-0.41517016811154933,0.8361702766599872,0.16081646637437277,-0.46406714429851553,1.0,0.09013767478937913,-0.48728503428608483,0.39919512255049167,0.3383540632672487,-0.28093619627259125,0.6380476642879113,0.4179199722630208,-0.3866612195687418,0.819123136535462,0.41969402872342554,-0.43616738781608866,0.9730936286848413,0.38333952137330807,-0.4655658671052649,0.0
0.0,0.0,0.0,-0.19551323336867502,-0.2573135972300629,-0.03149232332661079,-0.4579127232674857,-0.4904951272050555,-0.06475490633055536,-0.6710653290955061,-0.6379104184786918,-0.10005767682716353,-0.8385984741250553,-0.7129150435326508,-0.15146761440738768,-0.46857510956675447,-0.4591471424309474,-0.1411371367422911,-0.7013731826871313,-0.564471347403815,-0.23064382086789162,-0.8408180238293256,-0.6027963183379996,-0.2968988497956101,-0.9536913644944905,-0.6463452192656534,-0.34910303027295375,-0.43761034354924616,-0.2670925208413146,-0.181349852914456,-0.6947260813280917,-0.2088080313317941,-0.27696915299676644,-0.8659303406158786,-0.12813244725950373,-0.3490345770933809,-1.0,-0.0857405241156385,-0.4095863549593608,-0.3942381708738983,-0.05382479462260393,-0.2182901499560167,-0.6353147929582988,0.04518124140019729,-0.315893714259505,-0.7798798128835313,0.14743350577185305,-0.3656693544991173,-0.884219244462614,0.1840864333893419,-0.4030289272655615,-0.3423507798067168,0.1602387742142706,-0.25318414336213024,-0.5166012651099977,0.28362664231082696,-0.3433279331349157,-0.625269556716257,0.36871203973570166,-0.3765748091103735,-0.7091722022471214,0.4064206939557152,-0.397003261728035,0.0,0.0,0.0,0.1534966713529513,-0.28895528670261844,-0.05733125376510869,0.38790897919533496,-0.5512593806607435,-0.11587097372497795,0.5929952765321915,-0.7113886200510057,-0.1672683164864295,0.7646076821046099,-0.80722208698786,-0.21228748595726474,0.32978997978108293,-0.27732839323964675,-0.16336405466206627,0.5209997638040287,-0.3402207642000973,-0.25674123027309353,0.6563602652440113,-0.36907810860769474,-0.29774115891752284,0.7442756348274798,-0.38450728301019343,-0.31315218394029565,0.33976824342907774,-0.021728109985128235,-0.17843539273256648,0.6053841616826908,-0.0740998246369108,-0.25487063043919844,0.8005360022725394,-0.12093832123826302,-0.2825435796326773,0.9352460615563734,-0.15744911512318094,-0.3055489486877534,0.36570859017198953,0.20799821430426285,-0.19595394743903088,0.6543056312642175,0.19171728922896694,-0.2768466784515619,0.854813768734789,0.14175924449805646,-0.30418466856384757,1.0,0.07787613756812085,-0.31382924330496914,0.39880278449307965,0.3987264611295045,-0.21311840577121635,0.66321762590984,0.4443136384431298,-0.2752093390749838,0.8415048257591804,0.4201295193931344,-0.2947122447822101,0.9864947163006382,0.3588183743304206,-0.30373245827988404,0.0
0.0,0.0,0.0,-0.16452953953709165,-0.2768084397728945,-0.005461690667269632,-0.4056324905584799,-0.4170717511267305,-0.04411712279870179,-0.609675884482047,-0.44517732795851817,-0.08431293198649316,-0.7761405345233762,-0.4304710192636887,-0.13987166499148032,-0.45342578074427836,-0.4667659045214176,-0.1640953883530045,-0.6965335540504204,-0.5555221688994723,-0.2533746847287665,-0.8510911000187005,-0.593815181897953,-0.3110064925544118,-0.9727046289728799,-0.6336302907645169,-0.3544534192054468,-0.43647895755437793,-0.2871423813322917,-0.2144477371420666,-0.7067840627804378,-0.32810867513314396,-0.2976167959555721,-0.8738479021733477,-0.3259429071582933,-0.3509764058351699,-1.0,-0.3346753035505427,-0.39886250674463203,-0.39991955481835656,-0.05972772570295479,-0.2560052255704643,-0.6613060889367405,-0.03394078482186427,-0.33457316855286706,-0.8192311565184388,0.010380526733361291,-0.3658044058484483,-0.9403076834554027,0.01872469490030662,-0.3942478635085005,-0.3512855184288071,0.18847852379218807,-0.2923571804326397,-0.5575340176890877,0.2637274114466744,-0.37129080596529856,-0.6804415300739941,0.309186795482234,-0.39559083882942364,-0.7835657243773244,0.3394768960774398,-0.4119223172392426,0.0,0.0,0.0,0.13429054670759769,-0.2935552488353762,-0.05933814245036965,0.37747992270570907,-0.5194949634983236,-0.10656136020668495,0.5868990477400967,-0.6381776450339305,-0.14357815317846997,0.7628677908175538,-0.7063759632138557,-0.17678567489413613,0.4160602945020651,-0.27830612843737695,-0.14795950753466333,0.6850220884354211,-0.2812674849679947,-0.21419691590279308,0.8366619533995373,-0.2866589294489929,-0.23594931765222274,0.943456808040677,-0.30253303319763913,-0.24328784889048793,0.4054626193635866,-0.027891952962940263,-0.15265806196544582,0.695543925613536,-0.0414506321315568,-0.2126104119577336,0.8702233226503866,-0.06447666847163698,-0.2338741725063734,0.9962846449431364,-0.09747625267214248,-0.25123635703040387,0.40551831443939157,0.182177988671541,-0.15995211519674468,0.6908223327585393,0.1743353565685871,-0.230739360561099,0.8696123889617194,0.12989541965408724,-0.25785817925746257,1.0,0.06757494626004293,-0.2679691015905787,0.4213971517659091,0.35231879095961155,-0.1665637526777984,0.6756449713867807,0.3553014485906502,-0.23398931427023242,0.8398979078039024,0.3086240400593631,-0.26143167804982115,0.9773417727319628,0.24800372683650107,-0.27342810027066583,0.0
0.0,0.0,0.0,-0.1391774977939664,-0.2120692152712813,-0.0424251481581507,-0.3655375534368787,-0.38065874337544886,-0.08868047295559,-0.5562193928966087,-0.5121946477238968,-0.12931089013183752,-0.6686100772056466,-0.6565928152232167,-0.18333950001000254,-0.39895840935579396,-0.3077028905858945,-0.17514029333432746,-0.6685893438072933,-0.3009750410429139,-0.259683328313137,-0.8503347199830152,-0.2925277938116058,-0.31304317090886263,-0.9967283158140725,-0.28885752156089134,-0.3526247488144687,-0.37228125251104494,-0.13672155764769367,-0.20059887924652695,-0.6538637471093035,-0.08423684875935031,-0.2725580084659117,-0.8514597602518822,-0.059014992182126594,-0.3195786145151249,-1.0,-0.04767446832194747,-0.365305871175061,-0.3381960985088909,0.041845618931564674,-0.22163187520600228,-0.5899933616265894,0.10987927080361547,-0.28454806362228025,-0.7536556206492115,0.15409780413960267,-0.31234952354839934,-0.8716619228651235,0.16425587925458549,-0.340790055923094,-0.2971028715664571,0.22001231840307495,-0.24307216725757297,-0.4759838135741283,0.3069051615656978,-0.30625418087784917,-0.5962548479292772,0.3477564067122396,-0.3287821470070324,-0.6913399635976814,0.36449904055047266,-0.34605486472983077,0.0,0.0,0.0,0.14340584519145724,-0.2882880409277125,-0.06268682391092444,0.39332712531969904,-0.5044591375223015,-0.11505838297137233,0.6092659082296684,-0.6238285976782653,-0.15440958031181878,0.7727086139889058,-0.7279600424357068,-0.18870765074512177,0.39688086261011535,-0.2661937048249196,-0.18656668443703217,0.697122834935772,-0.21997924950022374,-0.261683259950274,0.8651648842968801,-0.2097205459157385,-0.2804269385060268,0.9691905903026465,-0.22537260739298867,-0.2789955707450906,0.373344399877086,-0.018921394629873477,-0.1862322832007261,0.692719293018633,-0.019805666584490327,-0.2536029353030968,0.8812206224448903,-0.03983264457096745,-0.2640838265775662,0.9992966328341607,-0.07855172182802245,-0.268376737135045,0.3691521407326313,0.19230217993191437,-0.18604665619329636,0.6919641274956195,0.19668235416912513,-0.25443336422854573,0.8798863279209892,0.16938471730365015,-0.2704679010752876,1.0,0.1174052606099977,-0.2692086021991562,0.3853370339949113,0.36659313636715923,-0.18502273800977517,0.6715788450835765,0.3817513608752598,-0.24699759808605506,0.8492204347245281,0.357884975711244,-0.2686391367075723,0.9819472015061249,0.30525200290226584,-0.2737066371720049,0.0
0.0,0.0,0.0,-0.14689127519755124,-0.23477917504364493,-0.013624328128946825,-0.37335117640136817,-0.35595239670698464,-0.0480259920239529,-0.5680467563255203,-0.39816887988191096,-0.07857763169114618,-0.7059329214620061,-0.40686057977929485,-0.12278515240840747,-0.4193132910588775,-0.35110289975488734,-0.15223738074125853,-0.6873062535029509,-0.34710475178093875,-0.2190861032438758,-0.8623196751479063,-0.3326170651789416,-0.26009877395629066,-0.9945187647293835,-0.3289342498561264,-0.29103615737754573,-0.4019643172022031,-0.17023814165030615,-0.1845367012179496,-0.6795041734967132,-0.1267946643909184,-0.24761087668543594,-0.8701552869120274,-0.0946178577802799,-0.28842528529074013,-1.0,-0.08338149984065708,-0.32504209902620657,-0.36913493787414736,0.02526962215878709,-0.20733047250167405,-0.6290942276375365,0.08852008525471797,-0.2602510081370803,-0.7943966733634803,0.13229583988022278,-0.28128534573016895,-0.904394073087429,0.14116744883590254,-0.30200207051258804,-0.3235242360392538,0.22463452172267753,-0.22669030116959232,-0.5080180245270055,0.29344347725938774,-0.2783825238047271,-0.6192520754816859,0.3259787607163027,-0.28776412844330485,-0.6991325021272548,0.33925680032991673,-0.2925442817200997,0.0,0.0,0.0,0.13827941598107257,-0.2520156794768255,-0.10191296429734209,0.38178650610742326,-0.4087262723160058,-0.17363096571120892,0.6077417745123145,-0.49546704661602137,-0.22083621496542702,0.7947268457418752,-0.5541955732398343,-0.2667060604249666,0.34189493174700103,-0.19477954839429815,-0.30457499540678984,0.632225395762339,-0.1804548449014342,-0.4054229653260068,0.819930269663364,-0.17463689229442572,-0.4364095861186039,0.9618671796858415,-0.17759559468858818,-0.45097110136363405,0.33096512826573693,0.03127202053827618,-0.2920319173355143,0.6281507453441978,0.04418303228475191,-0.3966179454421365,0.8450267124531903,0.03684852145860281,-0.4293807419219145,1.0,0.01205805170900607,-0.4558491608204553,0.3392627756876186,0.22003847643810612,-0.27694440423098227,0.6160230070715228,0.29619433446486454,-0.3870721118625802,0.8161233347121818,0.30148587336918337,-0.4432086222378678,0.9676933616106701,0.272773695948593,-0.47636034153058415,0.3539598558118463,0.34720306060586165,-0.26143216202640057,0.514505004344467,0.5465526818602635,-0.3709627844998796,0.6353598903924903,0.6670460031998039,-0.4413852592921222,0.7462071380577496,0.7453404333086016,-0.48797790587137424,0.0
